,Review Text,Review,Recommends
4058,"Good, affordable food. Tried the Beef Pasta with Tomato Sauce and the beef wrap. The ambience was really good and loved the fact that there is a big outdoor space for smoking.",5.0,
4059,Loved the food. I m a mint lemonade lover & i m fully satisfied with their mint lemonade. Each & every item we took is so delicious & ofcourse their service is good. I will definitely recommend to my friends & family. Keep up the good work � Good luck for future.,5.0,
4060,Excellent food n ambience..ferrero rocher shake is the best..�,5.0,
4061,"Good food, just love the blue berry shake �� Service is very good mashallah, lovely ambience � Keep it up !! Urban spoon �",5.0,
4062,The food is great!!! :D,5.0,
4063,its awesome :),5.0,
4064,"First of all, I would like to say Special thank you to Mr Nazib Ullah He is very polite, kind and friendly as I was totally touched and glad to be given an opportunity to taste a betterment food at Other Restorent In Bangladesh .Indeed the food is delicious and satisfied with fulfilling of Thai food craving. I am very satisfied with the service as the staff were very helpful and assist us with full care. Our main favourite food which are king Burger 🍔 Fried chicken Rice 🍛 Thai Soup 🍜 Prawn curry🍤 Special Cold Coffee ☕️ are very delicious which were served well by the staffs there. We truly feel satisfied and happy to have our lunch there. Once again I would like to say thank you to Mr Nazib Ullal, He is a very gentle person . Restorent Stuff warm care who took our order. Definitely, we will come again. Thank you very much.👍👍👍❤️❤️👌👌",5.0,
4065,I am just happy with their food its cheep in price but not cheep quality. Too quality food with a few amount of money. Thank you Ibrahim's kitchen,5.0,
4066,সাধ্যের মধ্যে সবটুকু সুখ 🤗,,True
4067,"OMG thanks to Ibrahim's kitchen, I m just stange how it's possible to serve that much good food with this so cheep price. Vabselam dostar 3 obosta hoi kina. But alhamdullillah khub valo. Khabar khailam.",5.0,
4068,Really little pay big test... I like this set menu which is only 120/. ... I wish to go again and try,5.0,
4069,Very testy food with a low price and very good behave with a nice atmosphere....,5.0,
4070,"specially noddles OMG that was good, also I like atmosphere and behaviour.... Just try once...",5.0,
4071,Very tasty food with a fast service and nice behavior.. Just try once...,5.0,
4072,lovely food with a cheep price.. really love their food very much....,5.0,
4073,I really didn’t know that delicious food can get with so so cheep price,5.0,
4074,Best food with very reasonable price.. Atmosphere is also excellent...,5.0,
4075,Very Very Very Delicious Food ..,5.0,
4076,good job.,5.0,
4077,Great!,5.0,
4078,Wow! Great offer����������,5.0,
4079,Good quality.....sob gulai kawa hooice quality gulao bhalo cilo.... Delivery was fast too,5.0,
4080,"fried rice n fried chicken is too good. little pay,big taste.",5.0,
4081,Best service.. Best Food.. One of my favourite Restaurant Specially Fried chicken is too good,5.0,
4082,Alhamdulillah food was too good with resonable price,5.0,
4083,just one word I wanna say about this kitchen ***** GREAT & OWESOME TASTE *****,5.0,
4084,"অনেক ভালো স্বাদ ছিল খাবারের !! আমি পুড়াই মুগ্ধ হয়েছি !! এতো কম সময়ে দ্রুততার সাথে আমাকে খাবার তৈরি করে দিল যেটি আমি অন্য কোন চাইনিজ ও রেস্তরাঁতে কখনও পাইনি । বাংলাদেশের সব চাইনিজ রেস্টুরেন্ট গুলা যদি এরকম ভালো সার্ভিস দিত তাহলে খুব ভালো হতো । তবে আমি বারবারই বলবো "" Ibrahim's Kitchen "" এর খাবার জাস্ট অসাধারণ ছিল ।",5.0,
4085,yemeye yemeye good test,5.0,
4086,Best burger place in the Old town �����,5.0,
4087,Best burger place in the old town <3 Hygienic food <3,,True
4088,Best burger place in the old town <3 Hygienic food <3,5.0,
4089,"সাধ্যের মধ্যে সবটুকু। ফ্রেশ আর জুসি বার্গার ছিলো, স্বল্প সময়ের মধ্যেই হাতে পেয়ে গেছি। ফ্রেন্ডলি বিহেভিয়ার। আরো বড় একটা দোকান হিসেবে দেখতে চাই।",,True
4090,Awesome food...atoi yummy chilo j Ami pic nitei vule gesi.,5.0,
4091,"worst chinese ever, even 1star is more for this crap. I felt like throw the food .even cant finish the food.cold stone e ice cream khawar plan chilo oitao noshto hoyegelo only for this crap.i am not getting words to describe how bad the food was.",1.0,
4092,"ate there twice, was recommended by a colleague for tasty food. . wasn't disappointed, none of us , it was really tasty. . except for one special drink which I wanted to try .. but when I want to experiment on different new items , sometimes i should be prepared to be disappointed as well as delighted at other times, I shouldn't blame others for my choice. service was alright , when i am in a rush, I order something that can be prepared rather quickly. but they don't offer buffet service, but of course, that would have been a huge load for my hosts ! haha hahaha !!",4.0,
4093,"their service quality was so poor,, we orderd fied rice, vegetables, sweet andnd sour chicken,,they served rice and vegetables and after 10 minutes they served chicken dish and drinks,, food taste not so good and not so bad,, price was so much high every dishes if compared other restaurants. after all thing's I Will suggest don't go there...",2.0,
4094,Cold food Unprofessional Never again😑,,True
4095,Food quality & service level were good. Food menu was full of variety but in practical we found very limited dishes. That's the main disappointment. Otherwise overall environment is good to enjoy your meal.,3.0,
4096,Prawn curry is just awesome.. their chicken fried rice and fried chicken are one of the besg in town ���....,5.0,
4097,Their environment was not up to the mark. There was a bad smell. Because of that I had to change my seat twice. They took a long time just to give 2 packets khichuri. But the food tasted good.,3.0,
4098,price is reasonable...quantity also good...bt food quality and taste is not so good...,3.0,
4099,"service quality was so poor,, we orderd matn khichuri and after 40 minutes they served dish food taste not so good and not so bad.and afterall their staff behaved too much bad.",1.0,
4100,Hydrabadi biriyani wasnt fresh and it cooked two or three days. we orderd for food . I would not recommend . Sorry. Even the roast that they serve . Wasnt good smell at all,1.0,
4101,Coz I go baburchi on several times.so many birthdays n occasions n dinner get together. So I like to go and enjoyed food always..,5.0,
4102,Good quality food to be enjoyed with group of friends & family and variety of dishes are available for choice.,4.0,
4103,Not satisfied.,1.0,
4104,"service needs to be a bit faster, Also needs to be more cautious in handling the orders from customers. Albeit treated with good manner.",2.0,
4105,My mom bought this take out (chicken biriani) from Baburchi Restaurant . And it tasted and smelt like 2 days old! I wouldnt be going there ever again. total waste of money (200 tk each for 2 boxes of biriani) ...,1.0,
4106,The place is good for it's grilled chicken and baked naan roti...Nice place to eat quality food without cutting your pocket much....Other foods are also good in taste.,4.0,
4107,Very tasty food in fair price. Kabab lovers must try it �,5.0,
4108,Tasty and yummy foods.grill chicken ta awesome taste chilo.,4.0,
4109,Awesome!! Specially the environment and the food is too good!! ��,5.0,
4110,Bhalo khabar onek. I liked it I like it.i love it.,4.0,
4111,Really awesome food. Fresh and yummy. I just loved to eat food from there.,5.0,
4112,খাবারের কোয়ালিটি খুবই ভালো। কিন্তু চিকেন গ্রিলের সাথে যে মেওনিজ দেয়। ওইটা কিপটার মত দেয়। ���� ওভার অল গুড,3.0,
4113,So whr do i start. Been half an hour nd um writing this. Order placed at 7 28 pm Mountain dew... Net bdt 760 token 93 july 3 At 7 55 they gave me the chicken pop nd said thryll give the rest in 5 mins. After 5 mins they sent the shake. 8 pm. Meanwhile we were 2 of us. We were done with the chicken pop by 8 20 nd at 8 25 they sent the coleslaw nd burger. It looked terribly funny that yet they dint give the wings. What m i supposed to have the coleslaw with . Your head? I finished the burger at 8 35ish ns went to the counter asking them bbq wings kothay. They said 7 more mins. I said ill take take away nd asked them to take back their coleslaw. They agreed. But when they took it back the waiter said sorry aita khawa. I said impossible. U have to take it back. If necessary pack the wings with a mountain dew. But what will i do with ur ckoslaw served this late with burger. Keu ki burger diye coleslaw khabe. ? Ok finally they agreed again. When i was leaving with the bbq wings nd mountain dew. They offered a 25 tk exchange. I said keep it. And very rudely they said no i wont keep ur money. Take it. I angrily said i wont nf statted to walk away. 3 ppl near the kitchen screamed at me saying never come back. Now let me ratw ur food. Shake was ok. 9/10 Burger was disgusting. 2/10 Chicken pop was 5/10 Um yet to have the wings but ur horrible experience wont allow me to digest ur food. I am never coming back nd i know it wont bother you. Thing is. The person i went at your place with said quite a few times to go nf sit sumwhr nd i replied na its a good place naam shunsi. Baki gular naam o shuninai. I wont ask ppl not to go thr. I will ask ppl to go to ur place for some beautiful experience . Cheers. If the owner sees this. The food can be skipped. Please maintain behaviour of ur chef nd waiters.,1.0,
4114,"wrost nachos ever.low quantity ( chicken 2-3 slice, no cheese,only mayonise).very disappointing",,False
4115,Yummy foods! nice view and service. please service the fan fast :D,5.0,
4116,I found hair on rice bowl.,,False
4117,The food was good I just loved it . But there is a problem there is only one server I think there should be 2 server .,4.0,
4118,"one of my favorites place it is. service is good & excellent taste, specialy Their Pasta is just awesome�����",5.0,
4119,Various kinds of menu but Nachos is Great ! Everyone should try that at least for once. Service was not that satisfactory. After all Great food with low prices.,4.0,
4120,"one of my favorites place it is..good service and excellent taste,,specially The Pasta is just awesome. ...",5.0,
4121,"Good food with low price, various menu,but rice bowl is the best.",4.0,
4122,Ordered chicken wings and rice bowl yesterday and all wings were musty...,1.0,
4123,Just love to eat their burger...pasta is another best item of them...u must try,5.0,
4124,Loved the superb sandwich! And the rice bowl is just to heavy,4.0,
4125,Very good quality ........serve any food firstly....and i love it,4.0,
4126,day by day ur quantity n test getting down!!!!������ even ur test n quantity was so good 1yar back bt nw it become so poor!!!!!,3.0,
4127,Quantity of food is fair enough. But need to work on taste. 6/10,3.0,
4128,"I used to love their nachos & pasta... but from today i've become a huge fan of their ""BLACK HOT""burger �",5.0,
4129,"Good Service. Excellent food quality, Specially B.B.Q Nachos. One of the best in town.",5.0,
4130,BBQ nachos .. blown my depression away ... Fantastic taste...,4.0,
4131,Nachos is love ... I really like your nachos ! Thanks for good service,4.0,
4132,"Sorry, but didn't like it. Overrated too much :(",1.0,
4133,Loved the superb sandwich� and the rice bowl.. �,4.0,
4134,"Loved the Chicken Supreme Burger, one of the best in town.",5.0,
4135,Don't you chk foodbank reviews? ? Y dont you improve? ? :/,1.0,
4136,"Yummmmmmy, Specially Chef's Special Chicken Supreme Burger. One of the best in town.",5.0,
4137,"Yummmmmmy!!!!!!!!!! B.B.Q Nachos, the best Nachos in town.",5.0,
4138,"Good service, awesome food, Specially Chef's Special Chicken Supreme Burger. I loved it.",5.0,
4139,loved the nachos...crunchy...cheesy...mouth watering.. :D,5.0,
4140,"Service is Good, Food always best, Specially chicken Supreme Burger yummmmmmy",5.0,
4141,sub sandwitch are really yummmyy .i just love it..,5.0,
4142,Loved the BBQ Burger (extra spicy) & Special Panini Nachos.,5.0,
4143,I loved Burger. Chef's Special Chicken Supreme it's really good.,5.0,
4144,Yummmmmmy. Chicken Supreme Burger & Ore Shake. I loved it.,5.0,
4145,Chef's Special Chicken Delicious Burger too much yummmmmmy .,5.0,
4146,Loved the Chicken Supreme Burger & Special Panini Nachos.,5.0,
4147,"Awesome Nachos, Specially B.B.Q Nachos. I loved it",5.0,
4148,Chef's Special Chicken Delicious Burger. Just Awesome.,5.0,
4149,"Excellent Nachos, Specially B.B.Q Nachos.",5.0,
4150,"Burger,nachos, pasta prottekta item e joss chilo.nachos ta to awesome,jdio burger kheye pet vore giyechilo Tai pasta tmn ekta khete parini bt jtotuku taste korechi it was yaaam.so 10/10 rate er khbr chilo sbguloi. �",4.0,
4151,worst food - the most popular rice bowl. এটা কি রাইস না ম্যাগি নুডুলসের মসলা কে জানে?,1.0,
4152,Jete Hobe,1.0,
4153,beef boti and chap are the two awesome tasted items I have there.,,True
4154,i think the most delicious chicken chap you can get here.,,True
4155,Quality and Quantity both are too good.. Appreciated and recommended.. just try it..,5.0,
4156,"স্বাদ ১০০%, পরিবেশ ভালো, আচরণ ভালো।",,True
4157,Nice food. Good test. All item. Bihari kabab ghor. Khilgaon paka mosjid market front side. Dhaka-1219,5.0,
4158,Average,3.0,
4159,সত্যি সীমিত দামে খুব মান সম্মত খাবার পাওয়া যায় �� একবার ট্রাই করতে পারেন,5.0,
4160,মা শা আল্লাহ ! অসাধারণ স্বাদ লেগেছে। ইন শা আল্লাহ ! আবার আসবো।,5.0,
4161,"খাবার এর মান মোটামোটি ভালো,সার্ভীস ভালো।",5.0,
4162,"মগজ ভুনা বেষ্ট, আনান্য আইটেম গুলাও ৮/১০. খাবারের মান ও দাম দুটাই ভাল",4.0,
4163,সীমিত দামে উন্নত ও ভালো মানের খাবার।,,True
4164,"Nice space management, food also good. Had black coffee - need to improve. Toilet was nice looks old but no bad odor",4.0,
4165,"Really very nice place, healthy food & reasonable price..",5.0,
4166,The pasta is love ��� But I think it should be more tangy ���,5.0,
4167,cheap price & yummy food. service & environment is good,5.0,
4168,Such a great resturant with a delicious menu. Their combo 7 is the best.,4.0,
4169,excellent food quality with good service i received on a special day thanks spicy.hopefulyy next time i would get the same service,5.0,
4170,This place is awesome. Food is too good & price is reasoable,5.0,
4171,Very Delicious food within Cheap Rate. Environment is excellent.,5.0,
4172,It was awesome with minimum cost maximum benefit. Guys you can try.,5.0,
4173,Its superb. Nice menu as well as nice location. Just la jobab,5.0,
4174,"I like the coffee most, then lights and music. :-)",4.0,
4175,Quit good food in town .....and most for all i m pleased with yours hospitality..,5.0,
4176,Yummy foods...nd nice place with good service...,5.0,
4177,Nachos ta khub faltu..... ata Nachos er kono porjay pore na....But pasta ta motamoti valo chilo....,3.0,
4178,Its a very good Restaurant. i like it very much,5.0,
4179,Menu change hy nah.. 2 -3 year dhore ak e item.. Drinks price extreme.. Over all I didn't liked,2.0,
4180,good place,5.0,
4181,Just Awesome.....,5.0,
4182,Spicy food is v.good,4.0,
4183,Just loved it.,5.0,
4184,Great taste with variety of items.,,True
4185,great food......loved their food all-time,,True
4186,"Food was good, but service bad in sehri time. I asked for diet coke, he replied okey sir, I am bringing. After 10 mins I called him again where is my coke, he replied out of stock. But he didn't think its necessary to inform the customer. Then after some time I called, a waiter come I said give her a seven up, he said seven not available, sprite available. Okey bring one. But no response. After five mins he is facing back of our table. Then I called then the first waiter come. Bull shit service, you have luck if family is not with me, I would teach you a lesson.",1.0,
4187,one of the best labanese restaurant I've been to,,True
4188,One of the best place to dine... Kebabs are fantastic... very good Hamus... beautiful decorations... set menus are reasonable... must try...,5.0,
4189,nice place and food was to good,,True
4190,"The first glance of the place with its magnificent Lebanese inspired decorations immediately gave out an impression of the middle east. Simple yet subtle. The moment I took a bite of the kabab, I felt like I was back in the Arabian peninsula. The soft arabian music and the lightings and ofcourse the humble waiters dressed in the finest attires helped to complement the feel I suppose. They really did deliver the so called Arab ""ZAYKA"". If nothing else the chefs of this place are some of the finest artists in the world. A 5 star rating would not suffice to describe the experience. I offer them my compliments and look forward to their future endeavours.",5.0,
4191,I just love this place . nd the food was too good.,,True
4192,First of all the decoration of the place is too beautiful. It increases with the Lebanese songs. The food we ordered was happy hour set menu which was so delicious specially the chicken mushroom curry and rice. Quantity was also good for single person. The sauce needs to be better as it was slight spicy. Chicken was average. The behaviour of the staffs was not good that I experienced. I found them kinda rude. When we were selecting the food from the menu they immigrated showed us another menu and said may be we could not afford that. That was so insulting though we all stayed there to taste the food. Overall the experience was good except the behaviour of the staffs.,4.0,
4193,"Definitely authentic Arabian foods, loved the ambience. Anyone who loves Arabian must try out this place",,True
4194,Finally I loved your Iftar platter. The place is welcoming with quality service. Keep it up! :),5.0,
4195,the food was worth every single penny.behaviour was commendable as well.overall a good place to go with family & friends.,,True
4196,"I'm not sure why but word around town is that this place sucks. It definitely doesn't. The kebab items, especially the shish tawuq was quite good. Condiments were nice. The only thing I'd complain about is price - it's quite expensive. A two person sharing kebab platter with drinks will easily cost you 2000 bdt or a little less than USD 30.",4.0,
4197,Interior design is sophisticated.. Tasty and healthy food...,,True
4198,The food was good. Environment nice. The behaviour of the stuff are quite good. Overall liked the place.,4.0,
4199,"Had the Biriyani with Chicken yesterday. Over priced and worst food that I have had in my entire life. Heard a lot of good things about this place, but turned out to be such a disappointment. The chicken was not even properly cooked. Price is undoubtedly high in terms of quality of food. Will never visit again",2.0,
4200,"Less spicy, good ambiance, service is also good.",4.0,
4201,"Had great expectation for this place. Went there on Valentines Day. Only thing I enjoyed was their Lebanese themed decoration.Price of the food was overpriced. Furthermore, they served us cold food except Lebanese bread which was the only thing that was hot. Behavior of the staffs were unprofessional. Disappointed ....don't think will visit again.",2.0,
4202,"There was no reason to go here, specifically, as my friend and I were both on a tight schedule. He had come on a return visit to his homeland from America, and wanted to meet up, after 12 years (for him) and 20 years for me.. also looking for a place near his old house where he grew up. It was just beyond! Meeting a friend after 20 years can be a very, very surreal experience, and I am quite glad that Al-Amar helped to enclose those memories.",5.0,
4203,If you really want to taste Arabian food then this is the right place,,True
4204,"There was no reason to go here, specifically, as my friend and I were both on a tight schedule. He had come on a return visit to his homeland from America, and wanted to meet up, after 12 years (for him) and 20 years for me.. also looking for a place near his old house where he grew up. It was just beyond! Meeting a friend after 20 years can be a very, very surreal experience, and I am quite glad that Al-Amar helped to enclose those memories.",5.0,
4205,খাবারের মান বেশ ভাল। ফ্রেশ৷ একটু ব্যাতিক্রম। ভাল।।,,True
4206,Best for people who like Arabian cuisine!,5.0,
4207,jhoghonnooo khabar.👿👿👿👿👿👿👿👿,,False
4208,"Well,my sister told me that this is the best kabab house in BD.So i went there with high hopes. And let me say,this definitely IS the best kabab house in BD. The food,the environment,the service,the behaviour are all top notch� Can't wait to get back �",4.0,
4209,Loved the food & the environment too.,5.0,
4210,I love their lunch specials. Though the menu is good but quality is not consisted enough. Interior is awesome. Overall good experience.,4.0,
4211,yummy Lebanese food.i loved it...the decoration and restaurant environment was good..(y),5.0,
4212,Food was actually great. Closest thing to actual Arabian cuisine. The shawarma sucks though. Try the grilled chicken and rice they are pretty great! Main complaint would be the pricing. Too high for the size of portions served.,4.0,
4213,One of the best restaurant in town ��.,5.0,
4214,"Best Lebanese cuisine in the city. But don't get surprised with heavy bill coz along with cheaper menu, customar has to pay 15% VAT and 6% service charge.",5.0,
4215,First of all is was too much overpriced for not a single good reason! Totally awful.Worst experience.Guys in a sense they are robber TBH!!! First and LASTTT!!!,1.0,
4216,It's really awesome experience that I have gathered last night. Food was excellent and environment was so cool. Hope to visit again with my family.,5.0,
4217,The food is delicious and great service! I would love to go back in coming weeks �,5.0,
4218,Well decorated with lots of tasty food..Specially kabab items.. Enjoyed the food with great environment..,4.0,
4219,My favourite,5.0,
4220,The decoration of the place is too beautiful and the Lebanese songs. Food was so testy .,5.0,
4221,one of the best arabian restaurant ever in Dhaka city...Enjoyed much �,5.0,
4222,For,5.0,
4223,food is awesome n delicious...the environment is very friendly...i will prefer to go again,5.0,
4224,"Lunch platter was really good , taste was amazing... �",5.0,
4225,"The service, food, ambience, environment all perfect",5.0,
4226,First of all the decoration is quite admireable with stunning quite environment. The Arabian food are quite good not excellent. Behaviour and allotment are satisfying...,4.0,
4227,Been there for 5 times now. The set menus are awesome given the amount they serve. Loved the place,5.0,
4228,Best restaurant in Dhaka city...awesome food & nice restaurant...I love al amar,5.0,
4229,"Nice arrangement! - Lebanese foods are bears different tastes of traditions and cultural harmony, its awesome.",5.0,
4230,Highly overpriced items considering the food quality and quantity. Cold vanilla latte was horrible.,2.0,
4231,The environment is Good! But food need to be improved as well as the Arabian music played all the time.,3.0,
4232,Quantity is enough for an individual but the food was very bland/spiceless in terms of taste.,3.0,
4233,Suparrrrrrrrrrrrr,5.0,
4234,"Loved their food , environment & service . Will love to go again & again .",5.0,
4235,Very tasty food specially fried calamari and hamas best in town _,5.0,
4236,Kebabs were delicious � Services were good too.. Price ta আরেকটু komle better hoto.. But food is yummy,4.0,
4237,very good quality like UAE Lebanese Flower... ��,5.0,
4238,"ফালতু, ফালতু এবং ফালতু",1.0,
4239,Food is good & tasty & also the environment. service also perfect. Will go there again insha-Allah,5.0,
4240,Just wow � Decoration and food speechless ...i really loved the place .. Good job,5.0,
4241,Best Lebanese food i have ever. Inn Shaa Allah will visit more.,5.0,
4242,পরিবেশ ভালো। খাবারের মান সন্তোষজনক।তবে আরও আকর্ষণীয় করার সুযোগ রয়েছে।,3.0,
4243,Great food. Great environment. In one word Awesome.,5.0,
4244,Nice Food I Like It Very Much ....................,5.0,
4245,Nice environment.... food ws too tasty..... i really like it,4.0,
4246,toooooooo bad... food quality toooo bad. wrost restaurant in Bangladesh. Yaaaaak!!!!!!,1.0,
4247,Food was horrendous and the service was poor as well,1.0,
4248,Loved the environment and enjoyed the food alot ��,5.0,
4249,Awesome Lebanese food! All their kababs and their summus were great!,5.0,
4250,I don't get any gifts from them which one I expect,3.0,
4251,Best Lebanese cuisine in the city. I loved it......,5.0,
4252,Excesss excess excessssssss worst !!!!! Haven't take this kind of restless food before... Excess ssssssss price with bad food quality.. Hate you... I'll never come even if I dye...,1.0,
4253,"According to my knowledge, the quality of Al-Amar Lebanese Cuisine Bangladesh Food is very good.",5.0,
4254,"At 1st I am telling that, I can not found any good cuisin in dhanmondi. When I am reached there..I like the environment and then food is delicious. So I want to go there again...for testing other food's.",4.0,
4255,It was an awesome experience. Food was really good. Definitely going again.,5.0,
4256,"One of my most favorite Restaurant in Dhaka, love their food and service, i visit Al-Amar almost every weak.",5.0,
4257,Excellent ambience with great food! Their service is good too.,5.0,
4258,Best Lebanese Cuisine. The staffs are so friendly & service is top class !,5.0,
4259,it's too bad quality food... and sirvies is too chip...,1.0,
4260,It's my most favorite place for good food 🥘 coz they know very well how to cook delicious foods.,5.0,
4261,"Different taste, but expensive too. small place.",3.0,
4262,Dark night decoration ..... Awsome food ..totally xoos .....,5.0,
4263,Good food..... keep the quality�.���������������������,4.0,
4264,The ambience is very charming.Quality of food is excellent.,5.0,
4265,Good food. Appreciate the effort they have put together to get close to the taste of Arabia.,4.0,
4266,"I loved it a lot. Took grill platter. The grills were too good, tasty, juicy n well cooked. The food really gives an authentic taste of Lebanese cuisine. But, anyone visiting there, i wanna suggest, plz try hummus. It's a must. It is just too much awesome. Loved it.",5.0,
4267,I have just wasted all my money. The food is tasteless.just jogonno�����,1.0,
4268,Great environment. Food was filling and delicious. Service was prompt. It was all in all an excellent experience.,5.0,
4269,Overall a very good place. Delicious food. Good service.,4.0,
4270,"It's a very good experience at Al-Amar. Food is tasty, place is too much cool & calm. Nice place for enjoying the food & passing quality time",4.0,
4271,I have just wasted all my money. The food is tasteless.,1.0,
4272,Cream of mushroom soup and Blue berry cheese cake is good...,5.0,
4273,"Loved the taste , ambience and service , food is great",5.0,
4274,the falafel and hummous i would strongly recommend. but the lunch set menu they have is a let down.... but then again it was inexpensive,3.0,
4275,I enjoyed the food & Service also. I would recommend this restaurant.,5.0,
4276,"very nice food,,,like to come agin agin,,, amd al amar Lebanese food the best,,,,",5.0,
4277,"I've been here many times. And so far I can recall one day when I wanted the chicken shwarma and it was available. I tried the lamb shish or something similar named yesterday. It was the worst lamb I've ever tried, it was smelly and not cooked properly. I somehow managed to eat a piece or two but then I gave up. Only good thing is the hommous, but if you go there to have an authentic experience, then do yourself a favor and go someplace else.",1.0,
4278,"WORSE KIND OF BIRYANI ,TASTELESS, most of their items are not available . in a word waste of money",1.0,
4279,"lovely please nice food I like all kind of food in al amar,, this is the best restrictions in dhaka,,,,,",5.0,
4280,"very nice food,,,, I like the place in bangladesh,,,,,,,,,,,,,,,,,",5.0,
4281,Very nice food available here!!,5.0,
4282,Food is very tasty nd yummy.The Environment is so beautiful.,4.0,
4283,"Food​ is tasty,the environment is very nice​ as well.. but the service was horrible.. served food after after 40 minutes and the waiters were out of manners :/",3.0,
4284,I like the food..................................,5.0,
4285,Food was tasty n the environment was nice too...���,4.0,
4286,খারাপ না। যদিও দামটা একটু বেশি। স্টাফ ভাল মনে হয়েছে।,3.0,
4287,Taste was below average.. local chicken sharma is far better than the so called Arabian taste sharma.. Totally disappointed,2.0,
4288,"Very nice food ,, I like the place ,,,this is the fast time real Lebanese food I eat in this Al Amar in dahak,,,,,,,",5.0,
4289,Really loved the decor. The hummus was a burst of flavors. Liked the food. Staff were cordial and helpful. Will recommend it and visit again.,5.0,
4290,"Hummus with beef � Main course was good (grilled chicken,beef with mash potato) Ambience was impressive! All in all its one of the best lebanese cuisine restaurants in Bangladesh.",4.0,
4291,"Best food sudhu khabsa na ki jeno name otai valo lageni.baki platter,dessert valo lagche.environment onek valo �",4.0,
4292,"This place is so good, that I've been there three times in under a month. Each time we go, we always order the different assortments of meat specially lamb. Eat dish is seasoned with it's own spices recipes .Thank you once again for excellent food item and service.",5.0,
4293,"This is the best,,, come back agin,,, so lovely place and the food,,,,",5.0,
4294,"Nice food I like so much,,, I want to come agin,,the best Lebanese food in Bangladesh...",5.0,
4295,"So nice food in al amar ,,, I like to come agin in this place,, after long time I find the real taste of Lebanese food in Al amar the hommos,,mixed grill,,shawarma,,and all kind of rice is best,,, I suggest to visit this place,, and I like this authentic Lebanese food in Dhaka,,,,,",5.0,
4296,"If you want a real taste of Lebanese food AL Amar won't do justice at all, Sorry, I did not find the food comparable to authentic Arabic food",1.0,
4297,Nice food & nice Service...........................,5.0,
4298,"Great Food, Great Amosphere, loved the hot breads.",5.0,
4299,We ordered swarma sandwich and the food was tasty... We liked the environment..,4.0,
4300,"Had Hommos Bel Lahme, Chicken Tikka, Chicken Kafta, Biryani Rice With Lamb and Cream Caramel. All of them are just best in their class, period!",5.0,
4301,I love the food...................................,5.0,
4302,The food is really good & testy. food is my favorite food.,5.0,
4303,It's just awesome 👏 n service is tooo good 😊 n th food is super yummm n just loved it❤️❤️❤️,5.0,
4304,"I did not find the food comparable to authentic Arabic food - the Khabsah for one , was the worst. The others were better , and OK. Did not taste like real KSA food or Arabic food , to be honest . They did serve a garlic sauce, which appeared to have been made by someone who never tasted real garlic sauce from the mid- east. The owners need to visit the mid- east before they can successfully add that Arabic touch to their food.",3.0,
4305,I enjoyed the food. And their service also. I would recommend this resturent.,4.0,
4306,Last year when I visited Al Amar I was really happy with their service and authentic Lebanese taste. I actually found the Arabic taste same as abroad. Today I had a dinner in Al Amar and still I found the same quality and service. Regarding the taste of the food it's amazing and un explainable. Really recommended and I will inspire everyone to visit Al Amar at least once and try their Mix Grill / Hummus and Lemon with mint(Drinks),5.0,
4307,Yes the over all experience was very good...we went to celebrate our anniversary...the assorted platter was very good...the beef kabab of the platter was a little smelly but they changed it with lamb immediately...highly recommend...Especially the decor very much lebaneese style...,5.0,
4308,I am big fan of this resturent.................. ...,5.0,
4309,"Very good food , I love it ......................",5.0,
4310,It is a great place for Arabian food ..............,5.0,
4311,"Foods r really good, I tasted K.S.A & UAE as likes that...but all waiters need proper training. They have no idea proper service & eye contact to guest for if need. I requested for salt & pepper for soup. but they clean table before serve main foods. need clean that's before dessert service. before finishing soup, they servicing main foods without any opinion with guest, its not standard service, they taking extra 6% service charge, but need develop service also. Thank you chef for nice cook foods.",5.0,
4312,Good food. Good ambience. Good value of money. I liked there platter. Drinks are good too. Not tried their deserts.,4.0,
4313,We enjoyed a lot ... Foods 10/10 Environment 10/10 Service 10/10,5.0,
4314,"Very good food, but quite expensive. Good place for family.",3.0,
4315,"Proper Arabic. Good quality. Tried the mixed platter, it was amazing !",5.0,
4316,Amazing taste...especially the Hummus and the Kebab Grill platter... please keep up the taste & quality of service!,5.0,
4317,Nice Ambience. Food is delicious. Price is a little high but not too high. Try oriental. You'll love it.,4.0,
4318,"Excellent Test, Awasome Environment & Service and many more......",5.0,
4319,All foods were fresh and the dishes had the authentic Arabic Flavor. Despite the high price of the food i had a pleasant dining experience with food of the most exquisite flavors and certainly its nice to have some new test of Lebanese Cuisine.,5.0,
4320,Nice place & nice decoration for Arabian food. The foods are very testy. So I like it.,5.0,
4321,good choice for appetite .... love it and will be going there again,5.0,
4322,I just love lebanese food.....................,5.0,
4323,All the foods r awesome.Nothing to say just wow.,5.0,
4324,taste was good & also a nice atmosphere... service was satisfactory... .,5.0,
4325,Lebanese Grills is awesome. the environment is is pretty classy too :),5.0,
4326,"Great quality food, nice ambience and prompt service. A good place to have a social meal.",5.0,
4327,I just love lebanese cuisine......................,5.0,
4328,al amar is very Beautiful places. environment is very nice.food is very good.,5.0,
4329,al amar is best palace and environment is very charming. food is very testy.,5.0,
4330,"It is a great place for arabian food. The environment is soo romantic and beautiful. Really, I love this place, environment & espesially food. The foods are also very testy and yummy. I like it so much",5.0,
